0,1,2
0.5912408759124088,0.5912408759124088,0.6350364963503652
0.5912408759124088,0.6350364963503652,0.6350364963503652
0.6350364963503652,0.6350364963503652,0.7372262773722627
0.6350364963503652,0.7372262773722627,0.6496350364963503
0.7372262773722627,0.6496350364963503,0.605839416058394
0.6496350364963503,0.605839416058394,0.664233576642336
0.605839416058394,0.664233576642336,0.6350364963503652
0.664233576642336,0.6350364963503652,0.5474452554744527
0.6350364963503652,0.5474452554744527,0.4890510948905109
0.5474452554744527,0.4890510948905109,0.6204379562043796
0.4890510948905109,0.6204379562043796,0.5036496350364963
0.6204379562043796,0.5036496350364963,0.43065693430656937
0.5036496350364963,0.43065693430656937,0.43065693430656937
0.43065693430656937,0.43065693430656937,0.4014598540145986
0.43065693430656937,0.4014598540145986,0.416058394160584
0.4014598540145986,0.416058394160584,0.44525547445255476
0.416058394160584,0.44525547445255476,0.43065693430656937
0.44525547445255476,0.43065693430656937,0.43065693430656937
0.43065693430656937,0.43065693430656937,0.4014598540145986
0.43065693430656937,0.4014598540145986,0.4014598540145986
0.4014598540145986,0.4014598540145986,0.416058394160584
0.4014598540145986,0.416058394160584,0.43065693430656937
0.416058394160584,0.43065693430656937,0.5182481751824817
0.43065693430656937,0.5182481751824817,0.664233576642336
0.5182481751824817,0.664233576642336,0.605839416058394
0.664233576642336,0.605839416058394,0.7226277372262775
0.605839416058394,0.7226277372262775,0.6204379562043796
0.7226277372262775,0.6204379562043796,0.605839416058394
0.6204379562043796,0.605839416058394,0.7226277372262775
0.605839416058394,0.7226277372262775,0.7518248175182483
0.7226277372262775,0.7518248175182483,0.7080291970802919
0.7518248175182483,0.7080291970802919,0.6934306569343067
0.7080291970802919,0.6934306569343067,0.7372262773722627
0.6934306569343067,0.7372262773722627,0.9124087591240877
0.7372262773722627,0.9124087591240877,0.9854014598540144
0.9124087591240877,0.9854014598540144,0.8832116788321169
0.9854014598540144,0.8832116788321169,0.8248175182481754
0.8832116788321169,0.8248175182481754,0.781021897810219
0.8248175182481754,0.781021897810219,0.8102189781021898
0.781021897810219,0.8102189781021898,0.8978102189781021
0.8102189781021898,0.8978102189781021,0.9708029197080292
0.8978102189781021,0.9708029197080292,1.0
0.9708029197080292,1.0,0.9854014598540144
1.0,0.9854014598540144,0.9854014598540144
0.9854014598540144,0.9854014598540144,1.0
0.9854014598540144,1.0,0.8540145985401462
1.0,0.8540145985401462,0.8248175182481754
0.8540145985401462,0.8248175182481754,0.8832116788321169
0.8248175182481754,0.8832116788321169,0.9124087591240877
0.8832116788321169,0.9124087591240877,0.8686131386861313
0.9124087591240877,0.8686131386861313,0.7080291970802919
0.8686131386861313,0.7080291970802919,0.781021897810219
0.7080291970802919,0.781021897810219,0.7518248175182483
0.781021897810219,0.7518248175182483,0.6934306569343067
0.7518248175182483,0.6934306569343067,0.6350364963503652
0.6934306569343067,0.6350364963503652,0.6350364963503652
0.6350364963503652,0.6350364963503652,0.6204379562043796
0.6350364963503652,0.6204379562043796,0.5912408759124088
0.6204379562043796,0.5912408759124088,0.6934306569343067
0.5912408759124088,0.6934306569343067,0.6788321167883211
0.6934306569343067,0.6788321167883211,0.6788321167883211
0.6788321167883211,0.6788321167883211,0.6788321167883211
0.6788321167883211,0.6788321167883211,0.6350364963503652
0.6788321167883211,0.6350364963503652,0.6350364963503652
